,transaction_id,transaction_date,online_order,order_status,brand,product_line,product_class,product_size,list_price,standard_cost,product_first_sold_date,transaction_year,transaction_month,transaction_day,address,postcode,state,property_valuation,first_name,last_name,gender,past_3_years_bike_related_purchases,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,Age_group
3145,3146,2017-06-25,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,37220.0,2017,June,Sunday,039 Havey Alley,2220,New South Wales,9,Fredrika,Kleinmintz,Female,79,Project Manager,Property,Mass Customer,N,No,15.0,45.0,40s
3146,3147,2017-07-22,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526.0,2017,July,Saturday,32798 Melby Center,4055,QLD,8,Bonnee,Farley,Female,21,,Retail,Affluent Customer,N,Yes,17.0,46.0,40s
3147,3148,2017-10-18,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42710.0,2017,October,Wednesday,0250 Onsgard Center,4034,QLD,7,Berky,Degoix,Male,11,Human Resources Assistant IV,,High Net Worth,N,Yes,10.0,48.0,40s
3148,3149,2017-11-17,1.0,Approved,WeareA2B,Standard,medium,medium,752.64,205.36,36367.0,2017,November,Friday,121 Anniversary Lane,2200,New South Wales,9,Caprice,Pack,Female,31,Tax Accountant,,Affluent Customer,N,Yes,5.0,42.0,40s
3149,3150,2017-05-14,1.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,2017,May,Sunday,0 Warrior Alley,2021,New South Wales,10,Morissa,Wolfendell,Female,66,Sales Associate,Financial Services,Mass Customer,N,No,5.0,31.0,30s
3150,3151,2017-06-19,0.0,Approved,Norco Bicycles,Standard,medium,medium,360.4,270.3,38193.0,2017,June,Monday,5323 Chive Avenue,2486,New South Wales,7,Thorn,Choffin,Unknown,20,Senior Developer,IT,Affluent Customer,N,Yes,,,
3151,3152,2017-02-21,0.0,Approved,Giant Bicycles,Standard,high,medium,1274.93,764.96,39298.0,2017,February,Tuesday,63663 Darwin Crossing,2565,New South Wales,10,Lettie,McGenis,Female,6,Teacher,Financial Services,High Net Worth,N,Yes,3.0,23.0,20s
3152,3153,2017-07-14,0.0,Approved,Solex,Standard,low,medium,1289.85,74.51,39427.0,2017,July,Friday,16 Hansons Hill,2454,New South Wales,7,Hannis,Jakubovits,Female,87,Compensation Analyst,Financial Services,High Net Worth,N,No,15.0,49.0,40s
3153,3154,2017-01-10,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,33429.0,2017,January,Tuesday,64 Quincy Alley,4170,QLD,9,Angil,Ellesmere,Female,63,Desktop Support Technician,Telecommunications,Mass Customer,N,Yes,19.0,65.0,60s
3154,3155,2017-05-17,0.0,Approved,Giant Bicycles,Standard,high,medium,1179.0,707.4,35667.0,2017,May,Wednesday,541 Ramsey Alley,3201,Victoria,7,Tiphani,Fritz,Female,88,Office Assistant I,IT,Affluent Customer,N,Yes,21.0,46.0,40s
3155,3156,2017-10-29,0.0,Approved,Trek Bicycles,Road,low,medium,980.37,234.43,33549.0,2017,October,Sunday,9890 Macpherson Drive,2224,New South Wales,10,Bearnard,Letixier,Male,23,,Financial Services,Mass Customer,N,No,4.0,46.0,40s
3156,3157,2017-12-05,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,42688.0,2017,December,Tuesday,40 Erie Plaza,3138,Victoria,9,Hurlee,Fasson,Male,46,,Retail,Mass Customer,N,Yes,1.0,25.0,20s
3157,3158,2017-03-15,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40336.0,2017,March,Wednesday,8 Clarendon Circle,2121,New South Wales,11,Korey,Lansbury,Male,27,VP Quality Control,Telecommunications,Mass Customer,N,Yes,12.0,53.0,50s
3158,3159,2017-09-29,1.0,Approved,Solex,Standard,low,medium,945.04,507.58,35052.0,2017,September,Friday,55152 Delaware Park,2151,New South Wales,10,Jesus,MacShirie,Male,16,,Financial Services,Affluent Customer,N,No,12.0,56.0,50s
3159,3160,2017-08-02,1.0,Approved,Norco Bicycles,Standard,medium,small,586.45,521.94,33429.0,2017,August,Wednesday,09 Mitchell Terrace,2166,New South Wales,9,Eadmund,Braycotton,Male,87,Mechanical Systems Engineer,IT,Mass Customer,N,No,21.0,44.0,40s
3160,3161,2017-03-15,1.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,2017,March,Wednesday,49956 Hovde Crossing,2745,New South Wales,9,Cindie,Naldrett,Female,71,,Financial Services,Mass Customer,N,Yes,4.0,46.0,40s
3161,3162,2017-12-02,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,2017,December,Saturday,1 Glacier Hill Parkway,2017,New South Wales,8,Deanne,Delacour,Female,76,Media Manager IV,Argiculture,Mass Customer,N,Yes,15.0,45.0,40s
3162,3163,2017-09-03,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38002.0,2017,September,Sunday,4527 Farmco Place,3155,Victoria,8,Irvine,Mc Mechan,Male,38,Environmental Specialist,Argiculture,Affluent Customer,N,No,19.0,54.0,50s
3163,3164,2017-10-08,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40784.0,2017,October,Sunday,88 Rutledge Crossing,4215,QLD,7,Hortensia,Rainger,Female,53,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14.0,37.0,30s
3164,3165,2017-08-22,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,2017,August,Tuesday,398 Butternut Place,3027,Victoria,7,Vyky,Coppen,Female,56,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,10.0,48.0,40s
3165,3166,2017-05-17,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,33429.0,2017,May,Wednesday,13 Marcy Alley,3138,Victoria,8,Bronson,Plowman,Male,96,Social Worker,Health,Mass Customer,N,No,20.0,68.0,60s
3166,3167,2017-08-31,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,41167.0,2017,August,Thursday,62 John Wall Lane,2326,New South Wales,1,Vernor,Stedall,Male,36,Web Designer IV,Property,Mass Customer,N,No,5.0,28.0,20s
3167,3168,2017-07-31,1.0,Approved,Norco Bicycles,Road,medium,medium,1036.59,206.35,33364.0,2017,July,Monday,2346 Dawn Terrace,4655,QLD,3,Johan,Dudderidge,Male,89,Assistant Manager,Health,Affluent Customer,N,No,22.0,47.0,40s
3168,3169,2017-12-04,1.0,Approved,Giant Bicycles,Road,medium,medium,1538.99,829.65,42404.0,2017,December,Monday,8 Erie Center,3690,Victoria,2,Maxim,Chavrin,Male,96,Payment Adjustment Coordinator,IT,Mass Customer,N,Yes,19.0,59.0,50s
3169,3170,2017-11-05,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017,November,Sunday,040 Brown Trail,2040,New South Wales,12,Bethanne,Kytter,Female,67,Nurse Practicioner,Entertainment,Mass Customer,N,No,11.0,55.0,50s
3170,3171,2017-08-28,1.0,Approved,Trek Bicycles,Standard,medium,small,1386.84,1234.29,39880.0,2017,August,Monday,94850 Moland Street,3072,Victoria,9,Leif,,Male,36,Account Coordinator,Financial Services,Affluent Customer,N,Yes,10.0,56.0,50s
3171,3172,2017-06-30,0.0,Approved,Giant Bicycles,Standard,medium,large,1635.3,993.66,42458.0,2017,June,Friday,3 Tomscot Place,3756,Victoria,4,Marje,Kennewell,Female,69,,Retail,Affluent Customer,N,No,5.0,61.0,60s
3172,3173,2017-10-27,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,39427.0,2017,October,Friday,06 Kipling Circle,2085,New South Wales,10,Angelo,,Male,55,Computer Systems Analyst I,Health,Mass Customer,N,Yes,1.0,21.0,20s
3173,3174,2017-02-26,1.0,Approved,Solex,Standard,medium,medium,71.49,53.62,41245.0,2017,February,Sunday,9632 Katie Avenue,4161,QLD,7,Odele,Blackmore,Female,67,Research Associate,Financial Services,Affluent Customer,N,No,9.0,46.0,40s
3174,3175,2017-12-25,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,38573.0,2017,December,Monday,390 Wayridge Plaza,2756,New South Wales,9,Alphard,Cradduck,Male,82,Operator,Health,Mass Customer,N,No,16.0,38.0,30s
3175,3176,2017-01-25,0.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,39526.0,2017,January,Wednesday,55 Gateway Trail,2147,New South Wales,9,Rafe,Antoniak,Male,60,Physical Therapy Assistant,,Affluent Customer,N,No,16.0,45.0,40s
3176,3177,2017-09-27,1.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40779.0,2017,September,Wednesday,26 Randy Road,2642,New South Wales,2,Titos,Scanes,Male,93,Database Administrator IV,,Affluent Customer,N,No,6.0,45.0,40s
3177,3178,2017-01-29,0.0,Approved,OHM Cycles,Road,medium,medium,742.54,667.4,33549.0,2017,January,Sunday,31435 Surrey Court,2074,New South Wales,11,Gan,Marrion,Male,21,VP Quality Control,Retail,Mass Customer,N,Yes,9.0,51.0,50s
3178,3179,2017-02-22,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,42172.0,2017,February,Wednesday,9200 Continental Center,3165,Victoria,10,Jarid,Redwood,Male,87,Assistant Media Planner,Entertainment,Affluent Customer,N,Yes,17.0,43.0,40s
3179,3180,2017-09-04,0.0,Approved,Solex,Standard,medium,medium,1577.53,826.51,40618.0,2017,September,Monday,696 Harbort Junction,2196,New South Wales,10,Gage,,Male,96,Business Systems Development Analyst,IT,Mass Customer,N,Yes,19.0,48.0,40s
3180,3181,2017-01-18,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,2017,January,Wednesday,71 Hayes Circle,2320,New South Wales,7,Ferd,Chominski,Male,39,Senior Editor,Financial Services,High Net Worth,N,No,6.0,46.0,40s
3181,3182,2017-08-06,0.0,Approved,OHM Cycles,Standard,medium,medium,1636.9,44.71,40410.0,2017,August,Sunday,6 Michigan Park,3173,Victoria,9,Catherina,Hammel,Female,50,,Financial Services,Affluent Customer,N,No,15.0,55.0,50s
3182,3183,2017-12-08,1.0,Approved,Norco Bicycles,Standard,low,medium,958.74,748.9,38693.0,2017,December,Friday,6735 Katie Way,2150,New South Wales,7,Craig,Phethean,Male,64,Junior Executive,Health,Mass Customer,N,No,14.0,48.0,40s
3183,3184,2017-10-30,0.0,Approved,Trek Bicycles,Standard,medium,large,2091.47,388.92,40672.0,2017,October,Monday,7 Kingsford Parkway,3085,Victoria,9,Marlee,Brundle,Female,2,Civil Engineer,Manufacturing,Affluent Customer,N,Yes,7.0,46.0,40s
3184,3185,2017-04-20,0.0,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,40784.0,2017,April,Thursday,69 Huxley Lane,4205,QLD,3,Duky,Crichley,Male,25,Senior Financial Analyst,Financial Services,Mass Customer,N,No,10.0,67.0,60s
3185,3186,2017-11-17,1.0,Approved,Trek Bicycles,Standard,medium,large,1469.44,596.55,41047.0,2017,November,Friday,10 Hauk Point,3936,Victoria,9,Rora,Warre,Female,22,,,Mass Customer,N,Yes,2.0,26.0,20s
3186,3187,2017-11-30,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,35560.0,2017,November,Thursday,1 Jenifer Court,4280,QLD,4,Samuele,Roycroft,Male,75,Senior Quality Engineer,Financial Services,Mass Customer,N,Yes,14.0,49.0,40s
3187,3188,2017-03-26,1.0,Approved,Norco Bicycles,Road,high,large,774.53,464.72,34527.0,2017,March,Sunday,2 Gateway Drive,3995,Victoria,2,Boyd,,Male,94,Actuary,Financial Services,Mass Customer,N,No,1.0,23.0,20s
3188,3189,2017-04-09,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,40553.0,2017,April,Sunday,081 Oakridge Street,2519,New South Wales,10,Abbott,Knaggs,Male,40,Environmental Specialist,Financial Services,Mass Customer,N,No,11.0,60.0,60s
3189,3190,2017-07-14,0.0,Approved,Trek Bicycles,Road,medium,medium,290.62,215.14,38339.0,2017,July,Friday,40252 Springs Park,4870,QLD,9,Lizabeth,Carswell,Female,18,,,Affluent Customer,N,No,15.0,38.0,30s
3190,3191,2017-06-19,1.0,Approved,WeareA2B,Standard,medium,medium,1762.96,950.52,42688.0,2017,June,Monday,6590 Fremont Avenue,2077,New South Wales,8,Bobbette,Amps,Female,29,Director of Sales,Financial Services,Affluent Customer,N,Yes,12.0,63.0,60s
3191,3192,2017-02-08,0.0,Approved,Solex,Standard,medium,medium,100.35,75.26,37626.0,2017,February,Wednesday,972 Lake View Terrace,3977,Victoria,7,Illa,Klemenz,Female,37,Payment Adjustment Coordinator,Financial Services,High Net Worth,N,Yes,16.0,54.0,50s
3192,3193,2017-08-02,0.0,Approved,OHM Cycles,Standard,low,medium,1793.43,248.82,36146.0,2017,August,Wednesday,8 Havey Alley,2031,New South Wales,8,Augusta,Henryson,Female,6,Web Designer IV,Property,High Net Worth,N,No,7.0,44.0,40s
3193,3194,2017-11-04,1.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,38339.0,2017,November,Saturday,05600 Lien Plaza,3796,Victoria,8,Hakeem,Bernardinelli,Male,38,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,11.0,45.0,40s
3194,3195,2017-12-09,0.0,Approved,,,,,638.29,,,2017,December,Saturday,08 Roth Hill,4208,QLD,7,Vickie,West,Female,4,Tax Accountant,Manufacturing,Mass Customer,N,No,18.0,42.0,40s
3195,3196,2017-11-27,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,42458.0,2017,November,Monday,842 Texas Crossing,4130,QLD,7,Teddi,Adcocks,Female,11,Engineer IV,Health,Mass Customer,N,No,8.0,45.0,40s
3196,3197,2017-01-04,0.0,Cancelled,WeareA2B,Road,low,small,1172.78,1043.77,37539.0,2017,January,Wednesday,020 Bartillon Park,2767,New South Wales,8,Stern,Ilyenko,Male,83,Environmental Specialist,Health,High Net Worth,N,No,14.0,47.0,40s
3197,3198,2017-10-07,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,39526.0,2017,October,Saturday,778 7th Parkway,2071,New South Wales,9,Dur,Knappen,Male,66,Media Manager III,Manufacturing,Mass Customer,N,Yes,1.0,25.0,20s
3198,3199,2017-10-11,0.0,Approved,WeareA2B,Standard,medium,small,1415.01,1259.36,37539.0,2017,October,Wednesday,60595 Northport Court,4122,QLD,8,Florry,Neasam,Female,98,Product Engineer,,Mass Customer,N,Yes,15.0,53.0,50s
3199,3200,2017-01-21,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,2017,January,Saturday,220 American Ash Road,4022,QLD,6,Marna,,Female,51,Environmental Tech,Manufacturing,Mass Customer,N,No,1.0,27.0,20s
3200,3201,2017-08-25,,Approved,Giant Bicycles,Standard,medium,medium,1403.5,954.82,33549.0,2017,August,Friday,378 Maple Pass,2153,New South Wales,10,Zed,Blanckley,Male,61,Assistant Professor,Financial Services,Mass Customer,N,Yes,1.0,23.0,20s
3201,3202,2017-09-03,0.0,Approved,Solex,Standard,medium,medium,71.49,53.62,40784.0,2017,September,Sunday,41141 Cascade Hill,2075,New South Wales,9,Garry,Gadson,Male,74,Office Assistant IV,Financial Services,Mass Customer,N,Yes,2.0,28.0,20s
3202,3203,2017-07-15,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,38482.0,2017,July,Saturday,66 Sunfield Road,2821,New South Wales,1,Swen,Merioth,Male,25,GIS Technical Architect,,Affluent Customer,N,Yes,7.0,38.0,30s
3203,3204,2017-06-10,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,2017,June,Saturday,43 South Pass,3620,Victoria,2,Ibby,Beedon,Female,51,Media Manager III,Health,Mass Customer,N,Yes,4.0,28.0,20s
3204,3205,2017-10-13,1.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,38750.0,2017,October,Friday,182 Homewood Plaza,4053,QLD,7,Egan,Flockhart,Male,35,Account Executive,,Mass Customer,N,No,20.0,64.0,60s
3205,3206,2017-05-07,0.0,Approved,Norco Bicycles,Standard,high,small,1661.92,1479.11,33888.0,2017,May,Sunday,96 Hermina Terrace,3024,Victoria,5,Elbertine,Trewin,Female,32,Financial Advisor,Financial Services,Mass Customer,N,No,1.0,28.0,20s
3206,3207,2017-08-28,0.0,Approved,Norco Bicycles,Standard,medium,medium,1198.46,381.1,37626.0,2017,August,Monday,68486 Anderson Alley,3083,Victoria,8,Anica,Halfhyde,Female,46,,,Mass Customer,N,No,21.0,35.0,30s
3207,3208,2017-04-11,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,2017,April,Tuesday,4 Farragut Center,2065,New South Wales,12,Jeanne,O'Meara,Female,53,VP Marketing,,High Net Worth,N,No,15.0,56.0,50s
3208,3209,2017-05-27,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017,May,Saturday,7858 Sauthoff Crossing,3079,Victoria,11,Clarie,Markushkin,Female,10,Civil Engineer,Manufacturing,Affluent Customer,N,No,15.0,59.0,50s
3209,3210,2017-07-09,0.0,Approved,Giant Bicycles,Standard,medium,large,1765.3,709.48,38193.0,2017,July,Sunday,050 Monterey Street,4869,QLD,3,Stella,Abreheart,Female,80,Junior Executive,Manufacturing,Mass Customer,N,No,1.0,35.0,30s
3210,3211,2017-08-05,0.0,Approved,Trek Bicycles,Road,low,small,1720.7,1531.42,38991.0,2017,August,Saturday,743 Karstens Point,2122,New South Wales,11,Betsy,Cosh,Female,52,Automation Specialist II,Health,High Net Worth,N,Yes,7.0,29.0,20s
3211,3212,2017-07-16,0.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,40410.0,2017,July,Sunday,26710 Express Trail,4390,QLD,7,Corella,Bartomeu,Female,62,Analog Circuit Design manager,Financial Services,Affluent Customer,N,No,13.0,42.0,40s
3212,3213,2017-12-02,1.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,2017,December,Saturday,17 Nevada Drive,2122,New South Wales,11,Marcile,Vasiliev,Female,27,,Telecommunications,Affluent Customer,N,Yes,16.0,51.0,50s
3213,3214,2017-04-02,1.0,Approved,Solex,Road,medium,medium,416.98,312.74,41064.0,2017,April,Sunday,8200 Dapin Drive,4503,QLD,4,Cindelyn,Balas,Female,2,Software Engineer III,Financial Services,Mass Customer,N,Yes,9.0,30.0,30s
3214,3215,2017-09-21,1.0,Approved,Trek Bicycles,Standard,high,medium,358.39,215.03,38002.0,2017,September,Thursday,423 Mcbride Place,2477,New South Wales,7,Wolfgang,Raffles,Male,14,General Manager,,Mass Customer,N,Yes,7.0,46.0,40s
3215,3216,2017-10-15,1.0,Approved,Giant Bicycles,Standard,medium,small,1311.44,1167.18,33888.0,2017,October,Sunday,580 Blaine Center,2029,New South Wales,10,Edgar,Ordish,Male,59,Database Administrator III,Manufacturing,Mass Customer,N,Yes,1.0,25.0,20s
3216,3217,2017-09-19,1.0,Approved,Trek Bicycles,Standard,high,medium,495.72,297.43,38193.0,2017,September,Tuesday,11 Crescent Oaks Junction,4055,QLD,8,Lorena,Titterrell,Female,95,Physical Therapy Assistant,Manufacturing,Mass Customer,N,No,8.0,55.0,50s
3217,3218,2017-03-03,0.0,Approved,WeareA2B,Standard,medium,medium,1992.93,762.63,34115.0,2017,March,Friday,7198 Rowland Street,4030,QLD,9,Conny,Starbeck,Female,38,Information Systems Manager,Argiculture,Mass Customer,N,Yes,22.0,47.0,40s
3218,3219,2017-08-03,1.0,Approved,Trek Bicycles,Mountain,low,medium,574.64,459.71,34079.0,2017,August,Thursday,93723 Old Gate Hill,2021,New South Wales,9,Denyse,Scutts,Female,94,Web Developer III,Financial Services,Mass Customer,N,No,3.0,25.0,20s
3219,3220,2017-09-08,1.0,Approved,OHM Cycles,Standard,low,medium,71.16,56.93,33879.0,2017,September,Friday,50506 Buhler Terrace,3083,Victoria,8,Hunt,Linn,Male,53,Research Assistant IV,Manufacturing,Affluent Customer,N,No,11.0,50.0,50s
3220,3221,2017-03-19,0.0,Approved,Norco Bicycles,Standard,low,medium,363.01,290.41,38482.0,2017,March,Sunday,5 Iowa Road,2154,New South Wales,11,Brigid,Quigley,Female,59,Internal Auditor,Property,High Net Worth,N,Yes,11.0,63.0,60s
3221,3222,2017-05-26,0.0,Approved,OHM Cycles,Standard,high,medium,1458.17,874.9,33455.0,2017,May,Friday,97 Sunnyside Junction,3977,Victoria,7,Caralie,Sellors,Unknown,40,Senior Editor,IT,Affluent Customer,N,No,,,
3222,3223,2017-08-05,1.0,Approved,Solex,Standard,medium,medium,1163.89,589.27,42560.0,2017,August,Saturday,37363 Morning Park,3108,Victoria,7,Tiffi,Wortt,Unknown,44,Database Administrator III,IT,Mass Customer,N,Yes,,,
3223,3224,2017-10-26,0.0,Cancelled,WeareA2B,Touring,medium,large,1890.39,260.14,33259.0,2017,October,Thursday,751 Cordelia Terrace,2880,New South Wales,1,Darell,Mulqueeny,Female,67,Automation Specialist III,Manufacturing,Affluent Customer,N,No,3.0,27.0,20s
3224,3225,2017-11-02,1.0,Approved,Giant Bicycles,Standard,medium,medium,230.91,173.18,39031.0,2017,November,Thursday,2 Del Sol Circle,3012,Victoria,1,Durante,Reddan,Male,19,Chief Design Engineer,Health,Mass Customer,N,Yes,4.0,42.0,40s
3225,3226,2017-06-02,0.0,Approved,WeareA2B,Standard,medium,small,175.89,131.92,37668.0,2017,June,Friday,864 Scoville Plaza,3029,Victoria,5,Andi,Whittet,Female,43,,Entertainment,Affluent Customer,N,No,11.0,50.0,50s
3226,3227,2017-06-18,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,42560.0,2017,June,Sunday,7 Bayside Point,3085,Victoria,8,Costa,Sharpin,Male,37,,Manufacturing,Affluent Customer,N,No,2.0,27.0,20s
3227,3228,2017-01-29,0.0,Approved,Giant Bicycles,Standard,medium,large,569.56,528.43,39031.0,2017,January,Sunday,78258 Hanover Plaza,3070,Victoria,10,Margette,Donaghie,Female,36,Social Worker,Health,Mass Customer,N,No,13.0,58.0,50s
3228,3229,2017-05-03,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,42105.0,2017,May,Wednesday,44 Service Alley,3023,Victoria,7,Carrol,Gheorghie,Male,69,Sales Representative,Retail,High Net Worth,N,Yes,6.0,58.0,50s
3229,3230,2017-06-02,0.0,Approved,OHM Cycles,Standard,medium,medium,183.86,137.9,35707.0,2017,June,Friday,12 Quincy Lane,3141,Victoria,8,Calida,Clardge,Female,31,Executive Secretary,Financial Services,Mass Customer,N,No,12.0,53.0,50s
3230,3231,2017-10-31,0.0,Approved,OHM Cycles,Standard,medium,medium,795.34,101.58,42172.0,2017,October,Tuesday,322 Garrison Way,3169,Victoria,9,Cazzie,Gravell,Male,84,,,Affluent Customer,N,Yes,16.0,46.0,40s
3231,3232,2017-04-15,1.0,Approved,Solex,Standard,medium,medium,1483.2,99.59,36146.0,2017,April,Saturday,1 Roth Pass,3199,Victoria,4,Rose,Milsom,Female,7,Payment Adjustment Coordinator,Financial Services,Mass Customer,N,Yes,9.0,29.0,20s
3232,3233,2017-02-08,0.0,Approved,Giant Bicycles,Standard,medium,medium,642.7,211.37,40618.0,2017,February,Wednesday,225 Dexter Crossing,2527,New South Wales,8,Xever,Feeley,Male,7,Tax Accountant,Financial Services,Mass Customer,N,Yes,17.0,64.0,60s
3233,3234,2017-08-13,0.0,Approved,WeareA2B,Standard,medium,medium,1231.15,161.6,38693.0,2017,August,Sunday,8 Rockefeller Lane,2306,New South Wales,4,Mata,Hoggan,Male,35,Safety Technician II,Manufacturing,Mass Customer,N,Yes,19.0,36.0,30s
3234,3235,2017-12-23,0.0,Approved,Solex,Standard,medium,medium,1151.96,649.49,34071.0,2017,December,Saturday,9 Dixon Crossing,3793,Victoria,7,Leif,Woolfall,Male,88,Business Systems Development Analyst,Property,Affluent Customer,N,Yes,12.0,58.0,50s
3235,3236,2017-12-22,0.0,Approved,Solex,Standard,medium,medium,478.16,298.72,42105.0,2017,December,Friday,3 Pepper Wood Point,2760,New South Wales,8,Edsel,Arguile,Male,37,,Manufacturing,Mass Customer,N,Yes,5.0,30.0,30s
3236,3237,2017-08-30,0.0,Approved,Giant Bicycles,Road,medium,medium,792.9,594.68,33879.0,2017,August,Wednesday,7574 Onsgard Drive,4011,QLD,7,Astrid,Sumnall,Female,94,Assistant Manager,Manufacturing,Mass Customer,N,No,13.0,58.0,50s
3237,3238,2017-03-23,1.0,Approved,Solex,Standard,medium,large,1071.23,380.74,35160.0,2017,March,Thursday,683 Scoville Park,3168,Victoria,8,Sauveur,Edmands,Male,23,Executive Secretary,Retail,Mass Customer,N,No,14.0,45.0,40s
3238,3239,2017-07-13,0.0,Approved,WeareA2B,Standard,medium,medium,1769.64,108.76,36498.0,2017,July,Thursday,11 Erie Hill,3915,Victoria,7,Wendi,Hew,Female,15,Staff Scientist,Health,High Net Worth,N,No,5.0,51.0,50s
3239,3240,2017-08-17,1.0,Approved,OHM Cycles,Touring,low,medium,1073.07,933.84,42226.0,2017,August,Thursday,655 Chive Pass,3083,Victoria,9,Ryon,Elsay,Male,90,Chief Design Engineer,,Mass Customer,N,Yes,6.0,46.0,40s
3240,3241,2017-05-23,0.0,Approved,Giant Bicycles,Road,low,small,590.26,525.33,40487.0,2017,May,Tuesday,623 Carberry Way,2145,New South Wales,8,Milt,Erett,Male,34,Budget/Accounting Analyst IV,Manufacturing,Mass Customer,N,Yes,16.0,43.0,40s
3241,3242,2017-10-14,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,33455.0,2017,October,Saturday,9 Nevada Pass,4007,QLD,12,Lib,Schohier,Female,4,General Manager,Manufacturing,Affluent Customer,N,Yes,14.0,65.0,60s
3242,3243,2017-09-18,0.0,Approved,Trek Bicycles,Standard,low,medium,1057.51,154.4,40618.0,2017,September,Monday,3897 Oxford Pass,3350,Victoria,5,Tim,Besset,Male,24,Media Manager I,Health,Mass Customer,N,No,7.0,50.0,50s
3243,3244,2017-08-21,1.0,Approved,Solex,Standard,medium,medium,100.35,75.26,36367.0,2017,August,Monday,9468 Vidon Way,3029,Victoria,7,Rosene,Bullar,Female,24,Systems Administrator I,Financial Services,Mass Customer,N,No,13.0,64.0,60s
3244,3245,2017-07-12,0.0,Approved,Trek Bicycles,Standard,medium,small,1775.81,1580.47,34244.0,2017,July,Wednesday,49 Surrey Pass,2325,New South Wales,4,Wainwright,Succamore,Male,86,Graphic Designer,IT,High Net Worth,N,No,7.0,64.0,60s
3245,3246,2017-10-15,0.0,Approved,Norco Bicycles,Road,medium,large,1240.31,795.1,35455.0,2017,October,Sunday,7 Holy Cross Lane,4300,QLD,5,Norene,Merle,Female,73,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,4.0,55.0,50s
3246,3247,2017-04-05,1.0,Approved,Giant Bicycles,Standard,medium,large,1812.75,582.48,40672.0,2017,April,Wednesday,11 Mifflin Junction,2193,New South Wales,10,Bellanca,Raymond,Female,0,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5.0,38.0,30s
3247,3248,2017-06-22,0.0,Approved,Solex,Standard,high,medium,1024.66,614.8,40487.0,2017,June,Thursday,21498 Springs Point,2089,New South Wales,12,Alastair,Van der Beken,Male,32,Programmer Analyst II,,Affluent Customer,N,No,5.0,66.0,60s
3248,3249,2017-08-13,1.0,Approved,OHM Cycles,Standard,high,medium,2005.66,1203.4,41009.0,2017,August,Sunday,888 Warrior Avenue,2170,New South Wales,8,Cortney,Leet,Female,46,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,14.0,41.0,40s
